symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
-0.669832,0,-1.624764,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,1.867126,1.860274,2.327143,1.053857,1.82345,-0.145436,0.396498,1.971359,-0.676727,1.071647,0.42914,-0.539405,1.967242,0.575771,-1.562105,-1.561215,36880
0.936198,-0.031565,-1.465398,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-1.719856,-2.670706,-2.614113,-0.214804,-2.050329,0.786265,1.990263,-1.582686,-0.218875,-1.549791,-0.71883,-0.161765,-1.423514,-0.053188,3.32926,3.230809,5151
0.133183,-0.757552,-1.465398,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.706865,-1.471091,-1.075797,-0.705898,-1.308991,-0.145436,-0.400385,-0.886286,-0.218875,-1.106731,-0.463725,-0.136589,-0.866823,0.575771,1.953563,1.77868,6295
-0.669832,-1.294151,-1.465398,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.706865,-1.236031,-1.075797,-0.705898,-1.241772,-0.145436,-0.400385,-0.886286,-0.218875,-1.106731,-0.463725,-0.136589,-0.866823,0.575771,1.953563,1.77868,6575
0.133183,-0.126259,-1.306031,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.196993,-1.30515,-0.145436,-0.400385,-0.886286,-0.218875,-1.328261,-0.081069,-0.184423,-0.917431,0.785423,1.800708,1.488255,5572
0.133183,-0.126259,-1.306031,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.196993,-1.30515,-0.145436,-0.400385,-0.886286,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,6377
0.133183,-0.126259,-1.306031,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.196993,-0.821168,-0.145436,-0.400385,-0.694175,-0.676727,-1.106731,0.42914,-0.640108,-0.05709,0.785423,-0.186409,-0.109087,7957
0.133183,0.820681,-1.306031,-0.327995,-0.468149,0.873784,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.278842,-1.130379,-0.145436,-0.400385,-0.886286,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,6229
0.133183,0.820681,-1.306031,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.278842,-1.088126,-0.145436,-0.400385,-0.886286,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,6692
0.133183,0.820681,-1.306031,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.278842,-1.088126,-0.145436,-0.400385,-0.886286,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,7609
0.133183,0.820681,-1.306031,-0.327995,2.125651,0.873784,0.239046,0.587642,-0.121569,-0.839717,-1.357613,-0.982566,-1.278842,-0.700172,-0.145436,-0.400385,-0.694175,-0.676727,-1.106731,0.42914,-0.640108,-0.05709,0.785423,-0.186409,-0.109087,8558
-1.472847,-0.378776,-1.306031,-0.327995,-0.468149,0.873784,1.434274,0.587642,-0.121569,0.754497,0.04464,-0.609641,2.486215,-0.039498,-0.145436,-0.400385,-0.117843,-0.218875,0.03784,0.652357,-0.413525,-0.411348,-0.262841,-0.186409,-0.109087,8921
1.739213,0.725987,-1.306031,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.474376,-0.068838,0.182824,-1.44254,0.490578,-0.145436,-0.400385,0.698626,0.238976,0.997803,2.055431,-0.791164,1.030988,-0.262841,-0.950684,-0.980364,12964
0.936198,0.47347,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-2.018771,-2.387013,-0.935951,-1.196993,-1.618202,-0.145436,-0.400385,-0.838258,0.696828,-1.549791,0.492916,-0.136589,-1.170473,-0.682146,3.63497,3.376022,6479
0.936198,0.47347,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-2.018771,-2.387013,-0.935951,-1.196993,-1.414622,-0.145436,-0.400385,-0.838258,0.696828,-1.549791,0.492916,-0.237293,-0.714998,1.833687,0.883577,1.052616,6855
0.133183,-0.662858,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.949316,-0.889335,-0.460351,-1.380052,-0.145436,-0.400385,-1.150438,0.696828,-1.549791,-0.591278,-0.010709,-1.119864,0.785423,1.953563,1.633467,5399
0.133183,-0.662858,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.949316,-0.889335,-0.460351,-1.182234,-0.145436,-0.400385,-0.838258,0.696828,-1.549791,0.492916,-0.237293,-0.714998,1.833687,0.730722,0.471765,6529
0.133183,-0.662858,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.949316,-0.889335,-0.460351,-1.151505,-0.145436,-0.400385,-0.838258,0.696828,-1.549791,0.492916,-0.237293,-0.714998,1.833687,0.730722,0.471765,7129
-0.669832,-0.378776,-1.146664,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.374738,-0.863177,-0.889335,0.317215,-1.047795,-0.145436,-0.400385,-0.838258,0.696828,-1.549791,0.492916,-0.237293,-0.714998,1.833687,0.730722,0.471765,7295
-0.669832,-1.388845,-1.146664,-0.327995,-0.468149,0.873784,1.434274,0.587642,-0.121569,-0.374738,-1.373824,-0.935951,1.872347,-1.020907,-0.145436,-0.400385,-0.838258,0.696828,-1.51287,0.492916,-0.237293,-0.714998,1.833687,0.730722,0.471765,7295
-0.669832,-0.505034,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.374738,-0.530852,-0.329948,-0.173879,-0.613747,-0.145436,-0.400385,-0.406009,0.696828,-0.663671,1.035013,-0.287645,-0.461957,1.414382,0.272157,0.326552,7895
-0.669832,-0.505034,-1.146664,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.374738,-0.530852,-0.329948,-0.173879,-0.511957,-0.145436,-0.400385,-0.406009,0.696828,-0.663671,1.035013,-0.287645,-0.461957,1.414382,0.272157,0.326552,9095
-0.669832,-1.167892,-1.146664,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.374738,0.109484,-0.329948,0.153517,-0.483148,-0.145436,-0.400385,-0.406009,0.696828,-0.663671,1.035013,-0.287645,-0.461957,1.414382,0.272157,0.326552,8845
-0.669832,-1.167892,-1.146664,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.374738,0.109484,-1.588569,0.153517,-0.35255,-0.145436,-0.400385,-0.406009,0.696828,-0.663671,1.035013,-0.287645,-0.461957,1.414382,0.272157,0.326552,10295
-0.669832,-1.167892,-1.146664,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.374738,0.109484,-0.329948,0.153517,-0.173938,-0.145436,-0.400385,-0.406009,-0.676727,-0.663671,1.035013,-0.287645,-0.082394,1.414382,-0.186409,-0.399512,12945
0.133183,-0.47347,-1.146664,-0.327995,-0.468149,-1.138865,0.239046,0.587642,-0.121569,-0.374738,-0.401163,0.042977,-1.115144,-0.504275,-0.145436,-0.400385,-0.406009,-0.218875,-0.663671,1.035013,-0.262469,-0.107698,0.785423,-0.033554,0.036126,10345
-0.669832,0,-0.987297,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,-0.740078,-0.271475,-1.914879,-0.09203,-0.41977,-0.145436,-0.400385,-0.381995,-0.218875,-0.072925,-0.081069,-0.413525,-0.66439,-0.682146,-0.186409,-0.2543,6785
0.936198,0,-0.987297,-0.327995,-0.468149,-1.138865,-0.956183,-1.210367,-0.121569,-0.45777,-0.117471,-0.329948,-0.951446,0.342694,-0.145436,-0.400385,-0.189885,1.15468,0.370135,-0.081069,-0.237293,-0.36074,-0.262841,-0.186409,-0.2543,11048
-0.669832,0.725987,-0.82793,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,2.365318,2.071017,1.72114,-0.378502,2.900886,-2.008839,0.396498,3.148036,-0.676727,1.108568,2.916409,-0.514229,1.815417,-0.786973,-1.562105,-1.706428,32250
-0.669832,0,-0.82793,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,2.365318,2.071017,1.72114,-0.378502,2.900886,-2.008839,0.396498,3.148036,-0.676727,1.108568,2.916409,-0.514229,1.815417,-0.786973,-1.562105,-1.706428,35550
-0.669832,0,-0.82793,-0.327995,-0.468149,-1.138865,0.239046,-1.210367,-0.121569,0.538614,1.430682,2.187296,-2.424729,2.678101,-1.077137,2.787145,4.780975,-0.676727,0.776273,-1.579807,0.341755,3.991574,-0.262841,-1.867815,-1.996854,36000
0.133183,-0.568164,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.939355,-1.211714,-0.796104,0.153517,-1.278262,-0.145436,-0.400385,-0.862272,-0.218875,-1.106731,-0.336173,-0.287645,-0.917431,-0.262841,0.730722,0.036126,5195
0.133183,-0.568164,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.939355,-1.211714,-0.796104,0.153517,-1.259057,-0.145436,-0.400385,-0.862272,-0.218875,-1.106731,-0.336173,-0.287645,-0.917431,-0.262841,0.883577,1.052616,6095
0.133183,-0.568164,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.939355,-1.211714,-0.796104,0.153517,-1.249454,-0.145436,-0.400385,-0.862272,-0.218875,-1.106731,-0.336173,-0.287645,-0.917431,-0.262841,0.883577,1.052616,6795
0.133183,-0.284082,-0.668563,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.939355,-0.58759,-0.796104,0.153517,-1.172631,-0.145436,-0.400385,-0.862272,-0.218875,-1.106731,-0.336173,-0.287645,-0.917431,-0.262841,0.883577,1.052616,6695
0.133183,-0.284082,-0.668563,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.939355,-0.58759,-0.796104,0.153517,-1.163028,-0.145436,-0.400385,-0.862272,-0.218875,-0.922123,-0.336173,-0.287645,-0.917431,-0.262841,0.883577,1.052616,7395
1.739213,0.88381,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,-1.210367,-0.121569,-0.574014,-0.409269,-0.09687,-1.688087,-0.337186,1.717966,3.584028,-1.366562,1.612532,-0,0,-0.186941,-0.082394,1.833687,-1.256395,-1.125577,10945
1.739213,0.88381,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,-1.210367,-0.121569,-0.574014,-0.409269,-0.09687,-1.688087,-0.337186,1.717966,3.584028,-1.366562,1.612532,-0,0,-0.186941,-0.082394,1.833687,-1.256395,-1.125577,11845
1.739213,0.88381,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,-1.210367,-0.121569,-0.574014,-0.409269,-0.09687,-1.688087,-0.327583,1.717966,3.584028,-1.366562,1.612532,-0,0,-0.186941,-0.082394,1.833687,-1.256395,-1.125577,13645
1.739213,0.88381,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,-1.210367,-0.121569,-0.574014,-0.409269,-0.09687,-1.688087,-0.106718,1.717966,3.584028,-1.126424,-0.676727,-0,0,-0.186941,0.777947,1.833687,-1.40925,-1.125577,15645
0.133183,0.220953,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,0.00721,0.304016,0.276055,-0.010181,-0.327583,-0.145436,-0.400385,-0.117843,-0.218875,0.222448,0.42914,-0.388349,-0.512565,-0.682146,0.119302,0.181339,8845
-0.669832,-0.220953,-0.668563,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,0.00721,0.304016,0.276055,0.72646,-0.279569,-0.145436,-0.400385,-0.117843,-0.218875,0.222448,0.42914,-0.388349,-0.512565,-0.682146,0.119302,0.181339,8495
0.133183,0.220953,-0.668563,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,0.00721,0.304016,0.276055,-0.010181,-0.327583,-0.145436,-0.400385,-0.117843,-0.218875,0.222448,0.42914,-0.388349,-0.512565,-0.682146,0.119302,0.181339,10595
-0.669832,-0.220953,-0.668563,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,0.00721,0.304016,0.276055,0.72646,-0.279569,-0.145436,-0.400385,-0.117843,-0.218875,0.222448,0.42914,-0.388349,-0.512565,-0.682146,0.119302,0.181339,10245
-0.669832,0,-0.668563,3.033954,-0.468149,0.873784,0.239046,0.587642,-0.121569,0.00721,0.304016,0.276055,0.72646,-0.21619,-0.145436,-0.400385,-0.117843,2.070383,0.222448,0.42914,3.161464,-1.018648,-0.996625,1.647853,1.633467,10795
-0.669832,-0.220953,-0.668563,-0.327995,-0.468149,0.873784,-0.956183,0.587642,-0.121569,0.00721,0.304016,0.276055,0.72646,-0.25076,-0.145436,-0.400385,-0.117843,-0.218875,0.222448,0.42914,-0.388349,-0.512565,-0.682146,0.119302,0.181339,11245
-0.669832,-0.126259,-0.668563,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,1.0202,0.077062,0.089593,0.276291,0.219778,-0.145436,-0.400385,0.314405,-0.676727,1.58855,-0.304285,-0.539405,0.398385,-0.262841,-0.950684,-0.544725,18280
-0.669832,0,-0.668563,3.033954,-0.468149,0.873784,0.239046,-1.210367,-0.121569,1.0202,0.077062,0.089593,0.276291,0.277395,-0.145436,-0.400385,0.170322,2.070383,0.370135,1.226342,2.985232,-0.816215,-1.940063,0.883577,1.197829,18344
-1.472847,-0.915375,-0.509196,3.033954,2.125651,0.873784,0.239046,-1.210367,-0.121569,1.867126,1.365838,2.047449,1.135706,1.842655,-0.145436,1.19338,1.346999,2.070383,0.92396,1.226342,2.859352,0.474297,-1.625584,-0.492119,-0.835151,25552
-1.472847,-0.915375,-0.509196,3.033954,2.125651,0.873784,1.434274,-1.210367,-0.121569,1.867126,1.365838,2.047449,2.036046,2.293988,-0.145436,1.19338,1.346999,2.070383,0.92396,1.226342,2.859352,0.474297,-1.625584,-0.492119,-0.835151,28248
-0.669832,-0.915375,-0.509196,3.033954,2.125651,-1.138865,2.629503,-1.210367,-0.121569,1.319115,1.09025,2.047449,0.480913,1.804244,-0.145436,1.19338,1.346999,2.070383,0.92396,1.226342,2.859352,0.474297,-1.625584,-0.492119,-0.835151,28176
-1.472847,-0.915375,-0.509196,3.033954,2.125651,0.873784,0.239046,-1.210367,-0.121569,2.797084,2.314182,2.700067,1.053857,2.332399,-0.145436,1.19338,1.346999,2.070383,0.92396,1.226342,2.859352,0.474297,-1.625584,-0.492119,-0.835151,31600
-1.472847,0,-0.509196,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,2.797084,2.314182,2.700067,1.135706,2.274782,-1.077137,4.380911,2.571704,-0.676727,0.4809,-0.495613,-0.463877,1.28403,-0.786973,-1.40925,-1.851641,34184
1.739213,0.631293,-0.509196,-0.327995,-0.468149,-1.138865,-2.151411,-1.210367,-0.121569,-0.358131,0.506654,2.14068,-1.196993,2.169151,-1.077137,4.380911,2.571704,-0.676727,0.4809,-0.495613,-0.463877,1.28403,-0.786973,-1.40925,-1.851641,35056
-0.669832,0,-0.509196,-0.327995,-0.468149,0.873784,0.239046,-1.210367,-0.121569,3.677223,2.759985,2.700067,1.217555,2.582073,-1.077137,4.380911,4.348726,-0.676727,1.736237,0.301588,-0.539405,2.01785,-1.311105,-1.71496,-2.142067,40960
0.133183,0,-0.509196,-0.327995,-0.468149,-1.138865,2.629503,-1.210367,-0.121569,2.199254,2.038595,2.839914,0.685536,2.226768,-1.077137,4.380911,4.252671,-0.676727,1.736237,0.301588,-0.539405,2.01785,-1.311105,-1.71496,-2.142067,45400
0.133183,0,-0.34983,-0.327995,2.125651,-1.138865,-0.956183,-1.210367,-0.121569,0.654859,0.352649,0.97529,0.439989,0.680714,-0.145436,-0.400385,0.314405,-0.676727,1.662393,-0.431837,-0.539405,1.790113,-0.262841,-0.950684,-0.980364,16503
0.936198,1.231021,-0.190463,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.702873,-1.196993,-1.224486,-0.145436,-0.400385,-0.838258,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,1.800708,1.488255,5389
0.936198,1.231021,-0.190463,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.702873,-1.196993,-1.174552,-0.145436,-0.400385,-0.838258,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,6189
0.936198,1.231021,-0.190463,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.839717,-1.357613,-0.702873,-1.196993,-1.059318,-0.145436,-0.400385,-0.838258,-0.218875,-1.328261,-0.081069,-0.186941,-0.917431,0.785423,0.883577,1.052616,6669
0.133183,1.231021,-0.190463,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.955961,-1.357613,-0.982566,-1.196993,-0.788518,-0.145436,-0.400385,-0.694175,2.528235,-1.106731,0.42914,-0.640108,-0.05709,0.785423,-0.186409,-0.109087,7689
1.739213,0.978504,-0.190463,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.40795,-0.085049,-0.236716,-1.769936,-0.356391,-0.145436,-0.400385,-0.406009,2.528235,-0.589828,0.652357,-0.665284,0.297168,0.785423,-0.339264,-0.109087,9959
1.739213,0.978504,-0.190463,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.40795,-0.085049,-0.236716,-1.769936,-0.437055,-0.145436,-0.400385,-0.117843,-0.218875,0.074762,0.652357,-0.413525,-0.411348,-0.262841,-0.033554,0.181339,8499
1.739213,0,-0.190463,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.474376,-0.068838,0.182824,-1.44254,0.53283,-0.145436,-0.400385,0.698626,2.528235,0.92396,1.927879,-0.791164,1.030988,-0.262841,-0.950684,-0.980364,12629
1.739213,0,-0.190463,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.474376,-0.068838,0.182824,-1.44254,0.70184,-0.145436,-0.400385,0.698626,2.528235,0.960882,1.927879,-0.791164,1.030988,-0.262841,-0.950684,-0.980364,14869
1.739213,0,-0.190463,-0.327995,2.125651,-1.138865,-0.956183,0.587642,-0.121569,-0.474376,-0.068838,0.182824,-1.44254,0.711443,-0.145436,-0.400385,0.698626,2.528235,0.960882,1.927879,-0.791164,1.030988,-0.262841,-0.950684,-0.980364,14489
0.133183,0.094694,-0.190463,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.40795,-0.133682,-0.236716,-0.869596,-0.365994,-0.145436,-0.400385,-0.117843,-0.218875,0.074762,0.652357,-0.413525,-0.411348,-0.262841,-0.033554,0.181339,6989
0.133183,0.094694,-0.190463,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.40795,-0.133682,-0.236716,-0.869596,-0.289171,-0.145436,-0.400385,-0.117843,-0.218875,0.074762,0.652357,-0.413525,-0.411348,-0.262841,-0.033554,0.181339,8189
0.133183,0.094694,-0.190463,-0.327995,2.125651,0.873784,0.239046,0.587642,-0.121569,-0.40795,-0.133682,-0.236716,-0.869596,-0.293013,-0.145436,-0.400385,-0.406009,2.528235,-0.589828,0.652357,-0.665284,0.297168,0.785423,-0.339264,-0.109087,9279
-1.472847,0.47347,-0.190463,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.40795,-0.133682,-0.236716,-0.869596,-0.293013,-0.145436,-0.400385,-0.406009,2.528235,-0.589828,0.652357,-0.665284,0.297168,0.785423,-0.339264,-0.109087,9279
0.133183,0.189388,-0.031096,-0.327995,-0.468149,-1.138865,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.280183,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,5499
0.133183,0.189388,-0.031096,3.033954,-0.468149,-1.138865,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.034351,-0.145436,-0.400385,-0.574106,2.070383,-1.254418,0.684245,2.960056,-1.246385,-0.682146,3.023549,2.79517,7099
0.133183,0.189388,-0.031096,-0.327995,-0.468149,-1.138865,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.224486,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,6649
0.133183,0,-0.031096,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.186075,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,6849
0.133183,-0.599728,-0.031096,-0.327995,-0.468149,0.873784,1.434274,0.587642,-0.121569,-0.706865,-0.312003,-0.982566,-0.09203,-1.020907,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,7349
0.133183,0.189388,-0.031096,-0.327995,-0.468149,-1.138865,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.161108,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,7299
0.133183,0.189388,-0.031096,-0.327995,-0.468149,-1.138865,-0.956183,0.587642,-0.121569,-0.706865,-0.684856,-0.982566,-0.173879,-1.013224,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,7799
0.133183,0,-0.031096,-0.327995,-0.468149,0.873784,0.239046,0.587642,-0.121569,-0.706865,-0.709173,-0.982566,0.317215,-1.122697,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,7499
0.133183,-0.599728,-0.031096,-0.327995,-0.468149,0.873784,1.434274,0.587642,-0.121569,-0.706865,-0.312003,-0.982566,-0.09203,-0.995939,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,7999
0.936198,1.451974,-0.031096,-0.327995,-0.468149,-1.138865,2.629503,0.587642,-0.121569,-0.607227,-0.944232,-0.982566,-0.173879,-1.051636,-0.145436,-0.400385,-0.718189,-0.218875,-0.663671,0.11026,-0.186941,-0.892127,0.156465,0.883577,0.907403,8249
