est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
0.3503926411,0.7835017643,111627.8229883676,43652519.4596592,1,1,19.4,False
0.0334622374,0.0748238376,27961.5020500965,10367007.117743662,1,1,24.5,False
0.0063760979,0.0142573883,44007.0483588556,2858982.261882707,1,1,28.1,False
0.0631764148,0.1412667581,30550.8460829286,19751034.367162425,1,1,23.12,False
0.0278326768,0.0622357573,21334.8121997633,18050276.4686036,1,1,24.9,False
0.0530340723,0.1185877909,29242.2009882689,8716868.530778438,1,1,23.5,False
0.096506147,0.2157943048,74192.4564503702,71970122.9334289,1,1,22.2,False
1.2780709882,2.8578536096,73688.1858500256,4836856.571290791,1,1,16.59,True
0.1925550782,0.4305662442,87554.3895709924,68301736.1001466,1,1,20.7,False
0.2140695897,0.4786741544,44505.6458281326,73803145.81405635,1,1,20.47,True
0.0840533402,0.1879489824,104562.1575561931,33018063.469018225,1,1,22.5,False
0.0699125232,0.1563291544,26388.8225418606,36699100.76194113,1,1,22.9,False
0.0350392641,0.0783501764,39434.3150421352,3531685.242142886,1,1,24.4,False
0.0133215567,0.0297879063,36758.5602764296,74460058.4249825,1,1,26.5,False
0.0880146521,0.1968067451,70282.2360392953,9322754.893985013,1,1,22.4,False
0.6376097899,1.4257388333,24121.6598654639,27028633.668741737,1,1,18.1,False
0.0055533491,0.0124176661,60065.5812407132,64743354.325233504,1,1,28.4,False
0.0640552863,0.1432319745,76749.379063385,47334033.26667741,1,1,23.09,False
0.022108281,0.0494356193,49242.7761042294,43130295.16669779,1,1,25.4,False
0.0606114923,0.1355314169,78231.6200906366,66571411.96279693,1,1,23.21,False
0.3051792326,0.6824015094,6444.588678362,71540939.27045913,1,1,19.7,False
0.0421264611,0.0941976306,25662.0064344204,17562847.308783144,1,1,24.0,False
0.2016299194,0.4508582062,39011.248511888,46330144.014303885,1,1,20.6,False
0.2251930467,0.5035469604,40274.3528903794,25285285.735307094,1,1,20.36,True
0.0080270317,0.0179489885,51617.4334375612,1272702.517684383,1,1,27.6,False
0.0291443905,0.0651688382,34431.465008375,19334110.69843276,1,1,24.8,False
0.006832112,0.0152770668,22042.5081956479,1541801.544846516,1,1,27.95,False
0.0252670754,0.0564988982,60341.9077224148,3703710.884652434,1,1,25.11,False
0.1108038821,0.2477650126,62243.5038085213,62981165.67701617,1,1,21.9,False
0.0699125232,0.1563291544,39869.5906556838,58701223.454283856,1,1,22.9,False
0.022108281,0.0494356193,36226.2291419729,6153354.568527663,1,1,25.4,False
0.0880146521,0.1968067451,90668.5279232836,17264333.27131695,1,1,22.4,False
0.02658,0.0594346868,18404.0533334084,4833916.958185504,1,1,25.0,False
0.3669061375,0.8204270649,114073.8499081667,57688674.62448687,1,1,19.3,False
0.02658,0.0594346868,39447.4952113729,4277326.115020904,1,1,25.0,False
0.0921626549,0.2060819612,68908.1276991953,57487902.95838811,1,1,22.3,False
0.2424124811,0.5420507863,63071.3759629705,5589731.967242435,1,1,20.2,True
0.0472666667,0.1056914799,101519.1810469008,47750297.49303632,1,1,23.75,False
0.0053034072,0.0118587791,78911.341689168,502071.948933919,1,1,28.5,False
0.2210828104,0.4943561926,65521.3603905241,47182352.33609638,1,1,20.4,False
0.0253837029,0.0567596853,61807.0270959295,1834542.76506707,1,1,25.1,False
0.0058150704,0.0130028927,72292.6945296785,49797691.93724487,1,1,28.3,False
0.0139493823,0.0311917671,23171.2126713312,5121839.855410163,1,1,26.4,False
0.096506147,0.2157943048,53305.2396458348,55487450.50069156,1,1,22.2,False
0.2914439045,0.6516883822,39738.427239325,27810930.08883182,1,1,19.8,True
0.5158874663,1.1535594433,34972.463432533,14776419.295780662,1,1,18.56,False
0.0152951935,0.0342010925,27506.2918720245,2973602.249983758,1,1,26.2,False
0.2347226375,0.5248557734,65221.4018561695,39720279.15876759,1,1,20.27,False
0.6832111991,1.5277066841,93816.3596342461,65784292.10346379,1,1,17.95,False
0.0608912622,0.1361570015,30725.5168198273,26366505.82175101,1,1,23.2,False
0.9650614696,2.1579430484,63929.3947929187,63145798.26758925,1,1,17.2,True
0.0242412481,0.0542050786,38709.2926740816,35376479.050694734,1,1,25.2,False
0.096506147,0.2157943048,15044.4851488475,28277446.42385264,1,1,22.2,False
0.4023045798,0.8995803882,133717.4702602355,59714875.40381443,1,1,19.1,False
0.0278326768,0.0622357573,88256.1782541215,74758115.06696117,1,1,24.9,False
0.1272198785,0.2844722965,23665.7775840326,36315118.57410504,1,1,21.6,False
0.0732073989,0.1636967205,41649.7124971444,58884356.93311813,1,1,22.8,False
0.1394938229,0.3119176705,67641.0761074442,47859116.30013558,1,1,21.4,False
0.0530340723,0.1185877909,40361.464508368,46808755.51663165,1,1,23.5,False
0.0334622374,0.0748238376,15430.4907097688,33849616.70818131,1,1,24.5,False
0.0844413128,0.1888165155,76936.8611516699,20724182.08003924,1,1,22.49,False
0.0766575574,0.1714115092,59850.2005565245,21362516.984197944,1,1,22.7,False
0.010012787,0.0223892723,60961.1645557361,47869392.22270524,1,1,27.12,False
0.0160160338,0.0358129403,10401.7790657847,25710773.882094257,1,1,26.1,False
0.0088829042,0.0198627775,50326.825686727,2846138.716271301,1,1,27.38,False
0.2469192656,0.5521282628,74196.5594946512,47077962.61329506,1,1,20.16,False
0.0101054342,0.0225964377,30216.1085885609,2393057.616357314,1,1,27.1,False
0.1716148941,0.3837425691,54229.309030499,35494820.3306914,1,1,20.95,False
0.0421264611,0.0941976306,105238.2900189784,4838434.48474419,1,1,24.0,False
0.0384197891,0.0859092601,45633.9829177865,5012151.959485142,1,1,24.2,False
0.0253837029,0.0567596853,47881.249847343,15416407.630397549,1,1,25.1,False
0.1677084622,0.3750075218,54265.8857961377,9386163.791238312,1,1,21.0,True
0.0242412481,0.0542050786,21808.3619216053,48467176.06607688,1,1,25.2,False
0.0242412481,0.0542050786,62613.4707586181,73596036.19483843,1,1,25.2,False
0.2424124811,0.5420507863,35449.2369999792,17435564.309780203,1,1,20.2,False
0.0319561887,0.0714562102,19096.7769853293,11878080.661700698,1,1,24.6,False
0.0152951935,0.0342010925,9768.0578590741,16259805.624992983,1,1,26.2,False
0.4411182,0.9863702813,42875.6444554284,22366959.748690464,1,1,18.9,True
0.0133215567,0.0297879063,21910.5260207747,6153103.363784359,1,1,26.5,False
0.0253837029,0.0567596853,29737.701751052,28505720.611165807,1,1,25.1,False
0.0421264611,0.0941976306,29018.8464632393,9345178.148638884,1,1,24.0,False
0.0096062741,0.021480282,36357.9308250426,3672570.741631104,1,1,27.21,False
0.0366906138,0.0820427065,19460.6011401598,23970602.375193108,1,1,24.3,False
0.0623096019,0.1393285055,51486.0836133798,21751465.926036537,1,1,23.15,False
0.0334622374,0.0748238376,48848.9927289455,59645175.242937215,1,1,24.5,False
0.1838886721,0.411187571,35229.7566448922,49548496.29333497,1,1,20.8,False
0.0576175751,0.1288368146,19782.9735460509,15798967.36688674,1,1,23.32,False
0.0048367649,0.0108153351,26616.2272970021,35419834.951866016,1,1,28.7,False
0.0139493823,0.0311917671,87824.9860807921,62187970.60330298,1,1,26.4,False
0.0667659413,0.1492931834,57513.8640099989,50359227.61832402,1,1,23.0,False
0.2658,0.5943468684,64021.9591705525,27913269.10907139,1,1,20.0,False
0.0667659413,0.1492931834,74211.4404083927,68328054.12038614,1,1,23.0,False
0.0146067964,0.0326617897,37305.2788564435,27393665.12752154,1,1,26.3,False
0.1160259082,0.2594418179,75403.7644906004,47205106.29180168,1,1,21.8,True
0.0253837029,0.0567596853,27549.285033427,74574720.80911992,1,1,25.1,False
0.1756123185,0.3926810818,48541.1315833418,51507628.71231328,1,1,20.9,False
0.0699125232,0.1563291544,42543.4927164167,38729326.72627741,1,1,22.9,False
0.0167708462,0.0375007522,27607.2304962673,61184685.51688724,1,1,26.0,False
0.1756123185,0.3926810818,65340.6595584804,74042532.43034884,1,1,20.9,False
0.0319561887,0.0714562102,50615.6610998264,67116454.05983454,1,1,24.6,False
0.3520099801,0.7871182442,32042.1293257594,34457732.93235874,1,1,19.39,False
0.0802703167,0.1794898848,63784.3235342551,15221790.689946756,1,1,22.6,False
0.3051792326,0.6824015094,42544.8428110459,53033981.9732751,1,1,19.7,False
0.0110803882,0.0247765013,43619.8612177163,40684774.519798055,1,1,26.9,False
0.0305179233,0.0682401509,9979.7014648254,20980197.51684776,1,1,24.7,False
0.0088014652,0.0196806745,21146.6921213455,51806098.79792528,1,1,27.4,False
0.0325502986,0.0727846803,18234.6682154261,16062384.023675432,1,1,24.56,False
0.0506471459,0.1132504611,28460.0321207379,66640160.50170349,1,1,23.6,False
0.1838886721,0.411187571,76236.1878069702,69246725.46970671,1,1,20.8,False
0.0257368254,0.0575492912,17001.7611595573,20874077.00652969,1,1,25.07,False
0.0108231824,0.0242013715,49934.0776192524,1126724.33270669,1,1,26.951,False
0.0055789822,0.0124749835,43256.9938723189,287593.82679002,1,1,28.39,False
0.0802703167,0.1794898848,43724.1932061577,48899876.745050766,1,1,22.6,False
0.2368944994,0.5297122041,113042.4981844651,58242454.17959907,1,1,20.25,False
0.0063760979,0.0142573883,20810.5069700457,2475070.42992488,1,1,28.1,False
0.0334622374,0.0748238376,46585.3294287158,2113742.490813733,1,1,24.5,False
0.0192555078,0.0430566244,25653.497055974,12555339.6750113,1,1,25.7,False
0.0608912622,0.1361570015,42136.3619084725,72468856.05238165,1,1,23.2,False
0.0242412481,0.0542050786,18443.1892877183,44492177.11855017,1,1,25.2,False
0.1272198785,0.2844722965,14718.5451623736,34975551.23893333,1,1,21.6,False
0.0305179233,0.0682401509,53997.6195135587,13887475.60135267,1,1,24.7,False
0.0092162655,0.0206081961,17059.8036091461,1674552.675113271,1,1,27.3,False
0.0137579896,0.0307638,42038.851507965,65442010.2171717,1,1,26.43,False
0.1010543415,0.2259643771,47011.0121556077,36212982.30385868,1,1,22.1,False
0.0146067964,0.0326617897,32657.3952184309,2917710.795295827,1,1,26.3,False
0.0242412481,0.0542050786,94642.6950436003,998396.976013492,1,1,25.2,False
0.0116025908,0.0259441818,29789.6029559808,1641642.819209415,1,1,26.8,False
0.160160338,0.358129403,100238.0073545081,7906613.181332363,1,1,21.1,True
0.0110803882,0.0247765013,48204.3853968563,15908633.870316353,1,1,26.9,False
0.0483676488,0.1081533507,21741.394536861,36198021.32007572,1,1,23.7,False
0.3094246986,0.69189466,80359.470186647,26307375.49837864,1,1,19.67,False
0.3122877701,0.6982966825,63371.5289209638,69835210.71339339,1,1,19.65,True
0.040230458,0.0899580388,25957.0573483009,67568620.473492,1,1,24.1,False
0.0680072129,0.1520687509,50504.6572123435,21849814.40813407,1,1,22.96,False
0.0278326768,0.0622357573,57203.932494231,65764582.19513683,1,1,24.9,False
0.063760979,0.1425738833,32667.7825849327,22153471.94948618,1,1,23.1,False
0.0565659358,0.1264852778,52699.148965606,39537236.695277415,1,1,23.36,False
0.0334622374,0.0748238376,31499.1822608824,12002058.819358531,1,1,24.5,False
0.0152951935,0.0342010925,36593.8445294507,1329042.302228917,1,1,26.2,False
0.0160160338,0.0358129403,23912.9472466952,4655985.52088367,1,1,26.1,False
0.0146067964,0.0326617897,19926.4825727375,4880146.469881828,1,1,26.3,False
0.0032851483,0.0073458149,64845.1001279513,74279102.1037895,1,1,29.54,False
0.0231502122,0.0517654482,89642.7554538586,62426595.64675889,1,1,25.3,False
0.0106795998,0.023880311,63670.2175539018,28121384.68420632,1,1,26.98,False
0.2315021222,0.5176544822,19050.8435453317,53637503.80750824,1,1,20.3,False
0.0840533402,0.1879489824,30348.9340271438,58585003.78623932,1,1,22.5,False
0.1756123185,0.3926810818,74826.5111629495,68638129.99379294,1,1,20.9,False
0.0069912523,0.0156329154,20355.4350737485,2523849.388521744,1,1,27.9,False
0.02658,0.0594346868,26423.0999192367,11555299.815189468,1,1,25.0,False
0.0110803882,0.0247765013,24154.6370278257,9758104.80163874,1,1,26.9,False
0.0384197891,0.0859092601,73022.8153226141,1382187.783294489,1,1,24.2,False
0.0384197891,0.0859092601,23961.9264582952,19284591.87365024,1,1,24.2,False
0.0096506147,0.0215794305,31136.0246209742,1592179.85427155,1,1,27.2,False
0.0384197891,0.0859092601,55229.8844013696,13849927.568207972,1,1,24.2,False
0.063760979,0.1425738833,33687.9861423326,6426664.267097538,1,1,23.1,False
0.040230458,0.0899580388,29615.9652923482,56037586.19576566,1,1,24.1,False
0.0116025908,0.0259441818,41141.1967418963,50412880.26608847,1,1,26.8,False
0.0183888672,0.0411187571,74965.9344263579,53547324.93989035,1,1,25.8,False
0.0142087207,0.0317716653,22054.0365363263,71300601.39123087,1,1,26.36,False
0.2210828104,0.4943561926,33427.1449603495,32673837.6481642,1,1,20.4,False
0.1160259082,0.2594418179,49629.210445791,17307304.272128507,1,1,21.8,False
0.0183888672,0.0411187571,61897.7892277778,58420092.4050757,1,1,25.8,False
0.0127219879,0.0284472297,71098.1659560532,71664314.26446491,1,1,26.6,False
0.0110294785,0.0246626636,28487.8245392879,6140609.338636421,1,1,26.91,False
0.0334622374,0.0748238376,10973.6830520736,29024522.71821288,1,1,24.5,False
0.02658,0.0594346868,52734.5846734835,7548480.562965694,1,1,25.0,False
0.0121494041,0.0271668934,27663.6260129228,5169238.235103945,1,1,26.7,False
0.2538370294,0.5675968529,108806.9595644398,61953875.53294854,1,1,20.1,False
0.0069912523,0.0156329154,31717.1052208644,72171.54760919,1,1,27.9,False
0.1209358264,0.2704207287,87197.9935615664,54412687.61182896,1,1,21.71,True
0.108881721,0.2434669296,44078.3421572084,57898593.09331189,1,1,21.938,False
0.0766575574,0.1714115092,23191.1809386337,7430587.926981162,1,1,22.7,False
0.0421264611,0.0941976306,65430.0508939751,35296270.74647426,1,1,24.0,False
0.0183888672,0.0411187571,41321.6689319035,4959847.203489183,1,1,25.8,False
0.6991252322,1.5632915441,50978.0582174333,44656771.41206854,1,1,17.9,False
0.1394938229,0.3119176705,35609.1507306544,67076277.62203352,1,1,21.4,False
0.0279611466,0.0625230245,47770.8635684318,16822130.778911494,1,1,24.89,False
0.0608912622,0.1361570015,69333.697616143,37964544.50673716,1,1,23.2,False
0.04411182,0.0986370281,20513.7620721843,25806132.53108154,1,1,23.9,False
0.0880146521,0.1968067451,68592.3375299011,16721041.36463982,1,1,22.4,False
0.2538370294,0.5675968529,25733.4432460548,57796575.30457857,1,1,20.1,False
0.0337718597,0.0755161741,44687.851941281,26679320.5030422,1,1,24.48,False
0.02658,0.0594346868,28295.7585984979,5796857.114719242,1,1,25.0,False
0.0231502122,0.0517654482,30667.9038769765,27989777.31941444,1,1,25.3,False
0.0121494041,0.0271668934,39484.2877243715,3916424.455040322,1,1,26.7,False
0.1108038821,0.2477650126,54668.0251332277,19660068.51002981,1,1,21.9,True
0.0183888672,0.0411187571,49855.0432493164,2758097.347899327,1,1,25.8,False
0.0732073989,0.1636967205,21390.7304420316,14757051.607541112,1,1,22.8,False
0.0483676488,0.1081533507,38878.1113832838,9622688.540438574,1,1,23.7,False
0.0573528464,0.1282448632,56366.4423865316,68123838.57668188,1,1,23.33,False
0.0366906138,0.0820427065,17300.0093867736,10174504.219592774,1,1,24.3,False
0.0167708462,0.0375007522,71742.3486196464,63067179.56041583,1,1,26.0,False
0.0506471459,0.1132504611,20824.056904394,14810949.68557108,1,1,23.6,False
0.0133215567,0.0297879063,18879.4041501227,8305177.436506488,1,1,26.5,False
0.0366906138,0.0820427065,47176.2401579413,1047748.744854586,1,1,24.3,False
0.0921626549,0.2060819612,48433.8875618646,9706735.810239203,1,1,22.3,False
0.0334622374,0.0748238376,52992.9679595515,8974764.921445621,1,1,24.5,False
0.0121494041,0.0271668934,73990.8804198326,1001895.292283868,1,1,26.7,False
0.4619074603,1.0328564805,91186.3154586064,61009017.52527808,1,1,18.8,False
0.0175612318,0.0392681082,40096.106452426,34486271.38890333,1,1,25.9,False
0.4836764882,1.0815335068,30629.7832089983,57661459.55557967,1,1,18.7,False
0.0175612318,0.0392681082,40266.0921174606,50079051.94599305,1,1,25.9,False
0.0101054342,0.0225964377,34424.0594402598,28943576.37290076,1,1,27.1,False
0.0128989683,0.02884297,8315.6383872488,21781285.6584181,1,1,26.57,False
0.0133215567,0.0297879063,27723.9929698781,4442357.443756685,1,1,26.5,False
0.1332155667,0.2978790628,21479.6308060308,44186613.44601788,1,1,21.5,False
0.3009920165,0.6730386097,67481.7310174345,59489312.78261352,1,1,19.73,False
0.1716148941,0.3837425691,27529.4723069673,29069121.41864897,1,1,20.95,False
0.0231502122,0.0517654482,65069.5718852906,40897707.69985911,1,1,25.3,False
0.6464798256,1.4455728362,45075.9096628636,72796946.11233939,1,1,18.07,False
0.046190746,0.1032856481,29675.6370060718,22179599.26236104,1,1,23.8,False
0.0319561887,0.0714562102,25768.3249414248,4295428.235199828,1,1,24.6,False
0.0242412481,0.0542050786,31367.6879796979,12167987.675475167,1,1,25.2,False
1.4674218336,3.2812549716,98977.0977771678,54948466.3544398,1,1,16.29,False
0.0880146521,0.1968067451,25695.4756034705,11300725.409783293,1,1,22.4,False
0.1756123185,0.3926810818,49072.2812050169,54465124.82177901,1,1,20.9,False
0.0366906138,0.0820427065,33380.6607530755,7622206.043489722,1,1,24.3,False
0.0421264611,0.0941976306,17890.6530174319,70977936.69250591,1,1,24.0,False
0.046190746,0.1032856481,28672.5524999866,7466285.464393533,1,1,23.8,False
0.0110803882,0.0247765013,17044.0983595787,7684200.926715996,1,1,26.9,False
0.040230458,0.0899580388,40775.1395539338,18153966.088333093,1,1,24.1,False
0.0183888672,0.0411187571,62287.3410316333,31373132.80278173,1,1,25.8,False
0.0092162655,0.0206081961,95395.6745244014,1413942.788521306,1,1,27.3,False
0.011131533,0.0248908644,27225.1181828038,59555555.73671504,1,1,26.89,False
0.0699125232,0.1563291544,94203.0438325114,48697758.009971805,1,1,22.9,False
0.0884209093,0.1977151638,22572.5269015704,67955002.71979563,1,1,22.39,False
0.2783267681,0.6223575734,14566.3683317817,29642243.37996069,1,1,19.9,False
0.0063760979,0.0142573883,49688.2071584446,27712697.036450785,1,1,28.1,False
0.2325706875,0.5200438667,103716.0686165785,69376113.1312231,1,1,20.29,True
0.2538370294,0.5675968529,80144.6635174306,25059881.583129875,1,1,20.1,True
0.1677084622,0.3750075218,60829.0122944635,18420713.79601372,1,1,21.0,True
0.4310771239,0.9639177525,120344.5311419804,64962404.337802045,1,1,18.95,False
0.2914439045,0.6516883822,7665.849439437,71488594.22775678,1,1,19.8,False
1.8904055193,4.2270752462,129888.648028003,58772332.46806158,1,1,15.74,False
0.0183888672,0.0411187571,26762.7117505153,12287141.571101667,1,1,25.8,False
0.058150704,0.130028927,26002.830682704,18192996.531650983,1,1,23.3,False
0.0350392641,0.0783501764,71977.7548393978,1518553.646894054,1,1,24.4,False
0.0718712133,0.1607089186,13149.6233654638,45046631.86868882,1,1,22.84,False
0.3051792326,0.6824015094,63480.5579901402,56304133.51709941,1,1,19.7,True
0.0175612318,0.0392681082,56459.4868058188,35331209.52348999,1,1,25.9,False
0.0518268695,0.1158884032,31705.711447828,28479280.4592252,1,1,23.55,False
0.7916896669,1.7702719124,35506.8788912039,39403709.271743655,1,1,17.63,False
0.2210828104,0.4943561926,113551.6540296182,26611721.683605723,1,1,20.4,False
0.0208235599,0.0465628955,22725.0373974661,69394040.70060731,1,1,25.53,False
0.0127219879,0.0284472297,74506.9901248242,295795.515052983,1,1,26.6,False
0.2424124811,0.5420507863,103852.6803320105,65614804.64313517,1,1,20.2,False
0.0921626549,0.2060819612,35747.5117421983,40587293.83998461,1,1,22.3,False
0.0110803882,0.0247765013,68579.423834436,52595951.76546394,1,1,26.9,False
0.0120380177,0.0269178258,61756.0466909198,41156693.38741669,1,1,26.72,False
0.0350392641,0.0783501764,28493.9114545427,13843228.859825326,1,1,24.4,False
0.0699125232,0.1563291544,35999.1259501808,25330786.55577865,1,1,22.9,False
0.002658,0.0059434687,47043.5204850055,38852.466731949,1,1,30.0,False
0.6376097899,1.4257388333,133827.4635660173,42032406.57142295,1,1,18.1,False
0.6676594135,1.4929318344,25432.2037838626,48097879.51218423,1,1,18.0,False
0.0766575574,0.1714115092,34277.7779370381,9849860.071771547,1,1,22.7,False
0.058150704,0.130028927,112280.1379541035,70762035.02695066,1,1,23.3,False
0.2111324448,0.4721064988,86187.606849603,24803398.92225377,1,1,20.5,False
0.0766575574,0.1714115092,40790.9230581665,11666398.82294284,1,1,22.7,False
0.063760979,0.1425738833,41581.895493101,5310099.125742548,1,1,23.1,False
0.1272198785,0.2844722965,11979.4646067319,36116631.86587266,1,1,21.6,False
0.0365220357,0.0816657545,83228.3300851596,6900331.739339243,1,1,24.31,False
0.022108281,0.0494356193,45606.1914359147,27103210.750100527,1,1,25.4,False
0.0738847787,0.1652113876,65037.1822647516,30733977.847979043,1,1,22.78,False
0.3346223745,0.7482383761,58569.6587897354,49116981.82075166,1,1,19.5,False
0.1382149359,0.3090579921,60063.0938421001,47976957.92324644,1,1,21.42,True
0.2783267681,0.6223575734,44357.1167516911,44137344.32999996,1,1,19.9,False
0.0802703167,0.1794898848,63187.4429024645,63628163.01591766,1,1,22.6,False
0.0586887658,0.1312320699,31608.7977029781,23248902.382480755,1,1,23.28,False
0.0784431412,0.1754041962,78435.8339421316,26070928.674708866,1,1,22.65,False
0.0041357566,0.009247833,11562.3626776088,1846518.762710772,1,1,29.04,False
0.1788771952,0.3999815682,72565.6930295695,66776566.0236984,1,1,20.86,False
0.2424124811,0.5420507863,61764.7408060831,35791231.60553709,1,1,20.2,False
0.0110803882,0.0247765013,64684.5561047718,61657011.066315465,1,1,26.9,False
0.2210828104,0.4943561926,83460.8039456966,66916454.39354392,1,1,20.4,False
0.040230458,0.0899580388,23157.2902342659,8988191.390117269,1,1,24.1,False
0.0728710415,0.1629446024,14328.3375348068,37630430.8436645,1,1,22.81,False
0.0183888672,0.0411187571,57335.5770728252,68433926.82183255,1,1,25.8,False
0.0216050351,0.0483103272,55612.34058523,67625403.59132427,1,1,25.45,False
0.1010543415,0.2259643771,16362.0822209254,32199640.80889971,1,1,22.1,False
0.8801465209,1.9680674509,57777.0392718868,29980267.65103344,1,1,17.4,False
0.0506471459,0.1132504611,72075.2166560444,35386232.02399024,1,1,23.6,False
0.0253837029,0.0567596853,21042.2603872847,9864244.011690555,1,1,25.1,False
0.0334622374,0.0748238376,33890.4952702568,1730986.347281017,1,1,24.5,False
0.0054771543,0.0122472894,16296.7236637024,53627775.60762001,1,1,28.43,False
0.3051792326,0.6824015094,8931.775871423,62875831.42318325,1,1,19.7,False
0.0110803882,0.0247765013,46079.426332534,1544671.430384596,1,1,26.9,False
0.0036690614,0.0082042706,57294.458281413,71660.162250382,1,1,29.3,False
0.0530340723,0.1185877909,20779.7216514053,26514468.39255468,1,1,23.5,False
0.0183888672,0.0411187571,52269.2084809663,40585822.45517444,1,1,25.8,False
0.04411182,0.0986370281,69419.9772854503,52663195.96314959,1,1,23.9,False
0.0291443905,0.0651688382,18557.0872355517,38893840.745578736,1,1,24.8,False
0.1460679643,0.3266178974,29738.328751837,15354834.448607016,1,1,21.3,False
0.0201629919,0.0450858206,37199.7014650571,9515720.019634629,1,1,25.6,False
0.0732073989,0.1636967205,37560.7468543903,14780353.211128904,1,1,22.8,False
0.0305179233,0.0682401509,33269.5485340583,4637169.205513579,1,1,24.7,False
0.0253837029,0.0567596853,11677.9362450326,19516011.371139944,1,1,25.1,False
0.5815070396,1.30028927,97630.5975216008,60128190.32312608,1,1,18.3,False
0.1010543415,0.2259643771,39257.2044861966,8531250.635237709,1,1,22.1,False
1.128638801,2.523713081,78875.9597921022,64973894.17228782,1,1,16.86,False
0.219055911,0.4898239078,26203.6473678244,22479948.32713981,1,1,20.42,False
0.0699125232,0.1563291544,39680.1717945512,1934315.807841462,1,1,22.9,False
0.0315177333,0.0704757942,50147.9549827193,27593599.55418105,1,1,24.63,False
1.85590173,4.1499224279,37072.1918774725,69969423.71404578,1,1,15.78,False
0.0160160338,0.0358129403,33010.8404289798,2917218.229349065,1,1,26.1,False
0.0101054342,0.0225964377,20297.0013606439,23437230.378074616,1,1,27.1,False
0.0530340723,0.1185877909,21178.3316255941,19502732.16661152,1,1,23.5,False
0.0350392641,0.0783501764,22718.9482714048,11287709.617184369,1,1,24.4,False
0.0160160338,0.0358129403,40527.6360878938,19044258.13828297,1,1,26.1,False
0.0253837029,0.0567596853,42101.660656751,8876717.116107004,1,1,25.1,False
0.008405334,0.0187948982,69674.539377069,56396782.90378164,1,1,27.5,False
0.3669061375,0.8204270649,36893.6689726361,44447072.62771561,1,1,19.3,False
0.0384197891,0.0859092601,23695.5517687622,15232037.994443884,1,1,24.2,False
0.0294140602,0.0657718381,18038.0304745961,32940137.639339484,1,1,24.78,False
0.0555334912,0.1241766613,51470.5692009049,29769203.83099612,1,1,23.4,False
0.4023045798,0.8995803882,12727.6973381129,66884391.2167049,1,1,19.1,False
0.0348782733,0.0779901901,37449.4636989148,16194086.039039664,1,1,24.41,False
0.0300992017,0.067303861,85226.6057574496,69813069.34600596,1,1,24.73,False
0.0840533402,0.1879489824,50235.5399645923,11477004.314214172,1,1,22.5,False
